execution_date,split_from,split_to,ticker
2023-10-10,1000.0,1.0,BOMO
2023-10-09,8.0,1.0,SPRU
2023-10-06,10.0,1.0,VVPR
2023-10-06,7.0,1.0,SVFD
2023-10-06,75.0,1.0,LGSLF
2023-10-06,10.0,1.0,KMDRF
2023-10-06,3.0,2.0,CRNZF
2023-10-05,25.0,1.0,SXTC
2023-10-05,5.0,1.0,RMDFF
2023-10-05,1.0,1.0103453626911738,ARBFF
2023-10-05,10.0,1.0,AEMD
2023-10-04,100.0,1.0,DBKSF
2023-10-03,20.0,1.0,VCSA
2023-10-03,4.0,1.0,SSPLF
2023-10-03,1.0,2.0,ROHCY
2023-10-03,1.0,1.5,MRAAY
2023-10-03,1.0,0.907804514,IRS
2023-10-03,1.0,2.0,DNZOY
2023-10-02,20.0,1.0,UTRS
2023-10-02,10.0,1.0,TOBAF
2023-10-02,20.0,1.0,SKIL
2023-10-02,500.0,1.0,NECA
2023-10-02,10.0,1.0,NCTY
2023-10-02,30.0,1.0,EBET
2023-10-02,5.0,1.0,ARR
2023-10-02,12.0,1.0,AKA
2023-10-02,10.0,1.0,ADXRF
2023-09-29,1000.0,1.0,TWOH
2023-09-29,12.0,1.0,TOPS
2023-09-29,10.0,1.0,OGOFF
2023-09-29,20.0,1.0,FATH
2023-09-29,5.0,1.0,ENCTF
2023-09-29,20.0,1.0,CRIS
2023-09-28,1.0,2.0,YKLTF
2023-09-28,20.0,1.0,XWEL
2023-09-28,72.363636,73.363636,WYNSF
2023-09-28,75.0,1.0,WOWI
2023-09-28,1.0,10.0,TEMPF
2023-09-28,15.0,1.0,SYBX
2023-09-28,26.0,1.0,SPRC
2023-09-28,1.0,4.0,ROHCF
2023-09-28,1.0,5.0,NIRCF
2023-09-28,1.0,3.0,MSMKF
2023-09-28,1.0,3.0,MRAAF
2023-09-28,1.0,2.0,MJIEF
2023-09-28,5.0,1.0,IYYFF
2023-09-28,1.0,3.0,HNDAF
2023-09-28,1.0,1.00418,GHI
2023-09-28,20.0,1.0,GBHPF
2023-09-28,1.0,4.0,DNZOF
2023-09-28,1.0,3.0,DJTGF
2023-09-28,1.0,2.0,DINRF
2023-09-28,1.0,5.0,CJPRF
2023-09-28,1.0,1.05,CETXP
2023-09-28,1.0,4.0,ADTTF
2023-09-27,10.0,1.0,ZENAF
2023-09-27,8.0,1.0,RBT
2023-09-27,10.0,1.0,ORMNF
2023-09-27,10.0,1.0,LDDD
2023-09-27,1.0,1.021995600879824,CMHHF
2023-09-26,15.0,1.0,VCNX
2023-09-26,20.0,1.0,SYYYF
2023-09-26,1.0,2.1795999999999998,PROSY
2023-09-26,6.0,1.0,FTK
2023-09-25,10.0,1.0,VINO
2023-09-25,5.0,1.0,NGNE
2023-09-25,8.0,1.0,FAMI
2023-09-25,10.0,1.0,EJH
2023-09-25,40.0,1.0,CNXA
2023-09-22,20.0,1.0,SASI
2023-09-22,250.0,1.0,RTON
2023-09-22,20.0,1.0,PRPO
2023-09-22,8.0,1.0,PBTS
2023-09-22,4.0,1.0,LTIFX
2023-09-22,4.0,1.0,LTCFX
2023-09-22,4.0,1.0,LTAFX
2023-09-22,10.0,1.0,CPTN
2023-09-22,3.0,1.0,BLLTF
2023-09-22,100.0,1.0,AGREF
2023-09-21,20.0,1.0,SOND
2023-09-21,35.0,1.0,SMTK
