Date,Symbol,Company Name,Split Ratio
7/5/2024,PHIO,Phio Pharmaceuticals,1 : 9.00
7/5/2024,CYN,Cyngn Inc.,1 : 100.00
7/5/2024,ALTAF,Morella Corporation Limited,1 : 25.00
7/8/2024,EFSH,1847 Holdings LLC,1 : 13.00
7/8/2024,CJET,"Chijet Motor Company, Inc.",1 : 30.00
7/9/2024,IONM,Assure Holdings Corp,1 : 18.00
7/11/2024,AMWL,American Well Corporation,1 : 20.00
