Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,EMA_20,EMA_50,RSI,ATR,MACD,MACD_Signal,BB_Upper,BB_Lower,Stochastic,ADX,CCI
2024-03-04 00:00:00-05:00,22.170000076293945,22.260000228881836,20.459999084472656,20.8799991607666,3374963,0.0,0.0,,,20.8799991607666,20.8799991607666,,,0.0,0.0,,,,,
2024-03-05 00:00:00-05:00,20.8799991607666,20.940000534057617,19.799999237060547,20.280000686645508,2460637,0.0,0.0,,,20.822856448945544,20.856469808840284,,,-0.047863126140715195,-0.00957262522814304,,,,,
2024-03-06 00:00:00-05:00,20.670000076293945,21.75,20.520000457763672,21.09000015258789,2765383,0.0,0.0,,,20.84829870643529,20.865627861536268,,,-0.020201935649964753,-0.011698487312507383,,,,,
2024-03-07 00:00:00-05:00,21.1200008392334,21.239999771118164,20.309999465942383,20.610000610351562,2275307,0.0,0.0,,,20.82560364966541,20.855603263450593,,,-0.036590403043298636,-0.016676870458665637,,,,,
2024-03-08 00:00:00-05:00,21.030000686645508,21.450000762939453,20.100000381469727,20.100000381469727,2728197,0.0,0.0,,,20.756498576503915,20.825971777882717,,,-0.0896971646663367,-0.03128092930019985,,,,,
2024-03-11 00:00:00-04:00,20.219999313354492,21.0,19.860000610351562,19.860000610351562,2637347,0.0,0.0,,,20.67111781782274,20.788090555626596,,,-0.149428117312997,-0.05491036690275928,,,,,
2024-03-12 00:00:00-04:00,20.34000015258789,20.399999618530273,19.31999969482422,19.889999389648438,2764887,0.0,0.0,,,20.596725586568045,20.752871294215687,,,-0.1921299226926756,-0.08235427806074255,,,,,
2024-03-13 00:00:00-04:00,20.040000915527344,20.610000610351562,18.959999084472656,19.139999389648438,2309260,0.0,0.0,,,20.457989758289987,20.689621415605206,,,-0.28322529815889297,-0.12252848208037265,,,,,
2024-03-14 00:00:00-04:00,19.229999542236328,19.290000915527344,17.459999084472656,18.0,3196187,0.0,0.0,,,20.223895495595702,20.58414606597363,,,-0.4423088023490074,-0.1864845461340996,,,,,
2024-03-15 00:00:00-04:00,18.299999237060547,19.40999984741211,18.149999618530273,19.31999969482422,2805183,0.0,0.0,,,20.137810181236514,20.534571698477574,,,-0.45660719832566343,-0.24050907657241238,,,,,
2024-03-18 00:00:00-04:00,19.5,19.68000030517578,18.0,18.09000015258789,2518447,0.0,0.0,,,19.94278065469855,20.438706147658372,,,-0.5607257660832019,-0.3045524144745703,,,,,
2024-03-19 00:00:00-04:00,18.0,19.110000610351562,18.0,18.56999969482422,2011390,0.0,0.0,,,19.812039610900992,20.365423541664878,,,-0.597619543537256,-0.36316584028710747,,,,,
2024-03-20 00:00:00-04:00,18.600000381469727,19.110000610351562,18.299999237060547,18.899999618530273,1910983,0.0,0.0,,,19.725178659246637,20.30795593683607,,,-0.5933896653661641,-0.4092106053029188,,,,,
2024-03-21 00:00:00-04:00,18.899999618530273,20.25,18.8700008392334,19.5,2464547,0.0,0.0,,,19.70373307265172,20.27627139029348,41.90140837187769,1.3414290291922433,-0.5354501045693887,-0.4344585051562128,,,42.500008940694585,,
2024-03-22 00:00:00-04:00,19.799999237060547,20.040000915527344,18.75,19.860000610351562,2112157,0.0,0.0,,,19.7186156952898,20.259947045982035,44.25676190885317,1.3050004414149694,-0.4552358688792637,-0.438613977900823,,,55.94407957332309,,
2024-03-25 00:00:00-04:00,19.799999237060547,22.979999542236328,19.799999237060547,22.31999969482422,5525753,0.0,0.0,,,19.966366552388315,20.340733424368004,59.49720566216368,1.4507146562848772,-0.19096284137061303,-0.38908375059478106,,,88.04348201667548,,
2024-03-26 00:00:00-04:00,22.5,25.049999237060547,21.239999771118164,24.420000076293945,4050270,0.0,0.0,,,20.390522126093614,20.500704665620002,63.84040228418931,1.6178575243268694,0.1857862885767183,-0.2741097427604812,,,91.69961596704584,,
2024-03-27 00:00:00-04:00,24.600000381469727,28.31999969482422,23.1299991607666,27.270000457763672,6369633,0.0,0.0,,,21.04571053863362,20.766167245704068,73.1250031458012,1.9221432549612862,0.7061933434552436,-0.07804912551733625,,,90.33149928131951,,
2024-03-28 00:00:00-04:00,28.739999771118164,32.400001525878906,27.360000610351562,31.200000762939453,5461183,0.0,0.0,,,22.01278579809132,21.175337187556437,81.14478608204746,2.192143304007394,1.419376178961496,0.22143593537843023,,,91.96786769181745,,
2024-04-01 00:00:00-04:00,34.20000076293945,34.5,28.979999542236328,30.899999618530273,4163233,0.0,0.0,21.510000038146973,,22.8591871143236,21.55669649857502,80.87248189698845,2.505000523158482,1.9380307174370408,0.5647548917901524,29.3404267231878,13.679573353106147,78.87323833304902,,178.9088586904768
2024-04-02 00:00:00-04:00,28.649999618530273,30.299999237060547,25.860000610351562,29.219999313354492,6305007,0.0,0.0,21.927000045776367,,23.46497875232654,21.857218177585978,73.88632768990594,2.7878576006208147,2.188281049819107,0.8894601233959434,30.471846722020718,13.382153369532016,69.0140821422479,,109.53879339396258
2024-04-03 00:00:00-04:00,27.899999618530273,28.5,26.399999618530273,26.760000228881836,4304790,0.0,0.0,22.251000022888185,,23.778790321522283,22.049484140381892,67.93785527623913,2.871428898402623,2.1631692060600116,1.144201939928757,31.02133502939303,13.480665016383341,54.577468572403355,,80.28869277709857
2024-04-04 00:00:00-04:00,28.31999969482422,30.899999618530273,27.389999389648438,28.5,6095057,0.0,0.0,22.62150001525879,,24.22842933852016,22.302445546641426,74.03846137051382,3.0364287240164622,2.2576465842176106,1.3668908687865278,31.801809168730053,13.441190861787526,63.63636363636363,,95.47611014923059
2024-04-05 00:00:00-04:00,29.100000381469727,31.200000762939453,28.799999237060547,30.600000381469727,3812387,0.0,0.0,23.121000003814697,,24.83524562832488,22.627839853889594,74.93368759536216,3.1285716465541293,2.473460553840461,1.5882048057973144,32.90757722596796,13.334422781661432,76.3636386755741,,100.8333998684431
2024-04-08 00:00:00-04:00,31.799999237060547,32.400001525878906,30.0,30.299999237060547,1585553,0.0,0.0,23.630999946594237,,25.35569835296637,22.928708849308062,78.14660606299367,3.1800003051757812,2.5904262728930725,1.788649099216466,33.80993368906438,13.452066204124097,74.54544992157908,,97.78370191552654
2024-04-09 00:00:00-04:00,30.299999237060547,30.600000381469727,29.040000915527344,30.0,1476337,0.0,0.0,24.13799991607666,,25.798012795541002,23.206014384629317,76.56903572762461,3.2121430805751254,2.62861399087085,1.956642077547343,34.533885073092264,13.74211475906105,72.22222353041738,,75.88844683129504
2024-04-10 00:00:00-04:00,29.010000228881836,30.299999237060547,28.559999465942383,29.3700008392334,4346000,0.0,0.0,24.611999988555908,,26.138202133035517,23.447739343633398,74.00275231877085,3.278571537562779,2.5783210848279445,2.080977879003463,35.056725051103484,14.167274926008336,67.42857675703745,,63.162233198979244
2024-04-11 00:00:00-04:00,27.75,28.170000076293945,21.360000610351562,21.510000228881836,9805283,0.0,0.0,24.73050003051758,,25.697420999306594,23.371749574427454,53.457172545755206,3.7521430424281528,1.8825266386998685,2.0412876309427443,34.96549782712517,14.495502233909988,17.52381097702753,39.40285776873283,-13.585095961787665
2024-04-12 00:00:00-04:00,22.530000686645508,23.670000076293945,21.0,21.0,4479210,0.0,0.0,24.880500030517577,,25.250047570801204,23.278739787195004,51.95071755993069,3.8507144110543385,1.2752514659115164,1.8880803979364988,34.782696536722014,14.978303524313139,8.163270072507789,29.850497486658917,-41.09321308039347
2024-04-15 00:00:00-04:00,21.239999771118164,21.540000915527344,19.260000228881836,19.6200008392334,4039867,0.0,0.0,24.895500087738036,,24.713852643985224,23.135259828451414,45.202560889933316,3.7864287240164622,0.6748478907493869,1.6454338964990765,34.763079026651155,15.027921148824916,2.3622087648177774,33.99944856862591,-66.806563918117
2024-04-16 00:00:00-04:00,19.350000381469727,21.239999771118164,19.170000076293945,19.950000762939453,2765850,0.0,0.0,24.988500118255615,,24.260152464838008,23.01034770823526,41.52446118487792,3.6621430260794505,0.2230804352826823,1.3609632042557978,34.618206854132524,15.358793382378703,5.088067126727951,40.88535055283601,-69.52928639335714
2024-04-17 00:00:00-04:00,20.3700008392334,20.639999389648438,19.200000762939453,19.290000915527344,2050443,0.0,0.0,25.024500179290772,,23.786804698236992,22.864451755580045,33.49876046004806,3.3942857469831194,-0.1860602134979814,1.051558520705042,34.558078195746006,15.490922162835542,0.7827843433177788,53.88701623559223,-77.41706212395306
