Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,EMA_20,EMA_50,RSI,ATR,MACD,MACD_Signal,BB_Upper,BB_Lower,Stochastic,ADX,CCI
2024-02-26 00:00:00-05:00,15.359999656677246,16.079999923706055,15.359999656677246,15.600000381469727,22664,0.0,0.0,,,15.600000381469727,15.600000381469727,,,0.0,0.0,,,,,
2024-02-27 00:00:00-05:00,16.200000762939453,16.200000762939453,15.359999656677246,15.600000381469727,21818,0.0,0.0,,,15.600000381469727,15.600000381469727,,,0.0,0.0,,,,,
2024-02-28 00:00:00-05:00,15.960000038146973,15.960000038146973,15.600000381469727,15.84000015258789,27068,0.0,0.0,,,15.6228575025286,15.60941213719985,,,0.019145280886919025,0.003829056177383805,,,,,
2024-02-29 00:00:00-05:00,15.600000381469727,15.960000038146973,15.600000381469727,15.720000267028809,13668,0.0,0.0,,,15.632109194385762,15.613748926604908,,,0.024354324547035233,0.00793410985131409,,,,,
2024-03-01 00:00:00-05:00,15.479999542236328,16.31999969482422,15.479999542236328,15.960000038146973,14836,0.0,0.0,,,15.663336893791593,15.627327401567342,,,0.04730322283664279,0.01580793244837983,,,,,
2024-03-04 00:00:00-05:00,16.079999923706055,16.200000762939453,14.399999618530273,15.720000267028809,10487,0.0,0.0,,,15.66873340552847,15.63096163158544,,,0.04559877995056638,0.021766101948817142,,,,,
2024-03-05 00:00:00-05:00,15.84000015258789,15.9443998336792,15.239999771118164,15.600000381469727,3827,0.0,0.0,,,15.662187403237162,15.629747464914235,,,0.03417110556558711,0.024247102672171138,,,,,
2024-03-06 00:00:00-05:00,15.479999542236328,16.079999923706055,15.239999771118164,16.079999923706055,6922,0.0,0.0,,,15.701979071853247,15.647404424082541,,,0.06311894688890796,0.032021471515518506,,,,,
2024-03-07 00:00:00-05:00,16.079999923706055,16.079999923706055,15.359999656677246,15.720000267028809,30509,0.0,0.0,,,15.70369537615568,15.650251319884356,,,0.05636165398120063,0.03688950800865493,,,,,
2024-03-08 00:00:00-05:00,15.720000267028809,15.960000038146973,15.359999656677246,15.720000267028809,4905,0.0,0.0,,,15.705248222905503,15.652986572713552,,,0.05042518057509149,0.03959664252194225,,,,,
2024-03-11 00:00:00-04:00,15.119999885559082,15.84000015258789,15.119999885559082,15.600000381469727,13751,0.0,0.0,,,15.695224618959239,15.650908682860853,,,0.035626811046217455,0.03880267622679729,,,,,
2024-03-12 00:00:00-04:00,15.84000015258789,15.84000015258789,15.239999771118164,15.359999656677246,9374,0.0,0.0,,,15.663298432075239,15.639500485755615,,,0.004481286377229665,0.031938398256883764,,,,,
2024-03-13 00:00:00-04:00,15.239999771118164,15.600000381469727,15.0,15.479999542236328,14721,0.0,0.0,,,15.645841394947723,15.633245546794075,,,-0.010398906311735345,0.023470937343159942,,,,,
2024-03-14 00:00:00-04:00,15.239999771118164,15.461999893188477,15.0,15.239999771118164,14766,0.0,0.0,,,15.60718981172586,15.617824143826393,42.85712663818257,0.7274573871067592,-0.04108395176907642,0.01055995952071267,,,43.75000620881692,,
2024-03-15 00:00:00-04:00,15.0,15.65999984741211,14.399999618530273,15.600000381469727,41128,0.0,0.0,,,15.60650510408242,15.617125172753584,50.0,0.766028812953404,-0.03593875121024048,0.0012602173745220398,,,62.50003725290151,,
2024-03-18 00:00:00-04:00,15.359999656677246,15.600000381469727,15.239999771118164,15.479999542236328,25143,0.0,0.0,,,15.594456955335172,15.611747697047026,47.999986012776695,0.7317430632455009,-0.041070769272959495,-0.007205979954974268,,,56.24999379118308,,
2024-03-19 00:00:00-04:00,15.479999542236328,15.539999961853027,15.0,15.119999885559082,5013,0.0,0.0,,,15.54927056773745,15.592463469145539,38.46153375900221,0.7446002279009137,-0.07334145952115989,-0.020433075868211394,,,37.50001241763383,,
2024-03-20 00:00:00-04:00,15.119999885559082,15.479999542236328,14.88479995727539,15.359999656677246,15330,0.0,0.0,,,15.531244766684097,15.583347241205606,44.444434632979586,0.7614002227783203,-0.07864368285125067,-0.03207519726481925,,,50.0,,
2024-03-21 00:00:00-04:00,15.119999885559082,15.359999656677246,14.760000228881836,15.0,6426,0.0,0.0,,,15.480650026999896,15.560470878805386,35.714283686916644,0.7442573138645717,-0.11061954345333902,-0.047784066502523204,,,33.333333333333336,,
2024-03-22 00:00:00-04:00,15.0,15.479999542236328,14.760000228881836,15.359999656677246,3850,0.0,0.0,15.55800004005432,,15.469159515540596,15.552609262251343,44.82757675709035,0.6671143259320941,-0.10569331298267848,-0.05936591579855426,16.093384081236785,15.022615998871856,57.142849033383136,,-79.92328055427522
2024-03-25 00:00:00-04:00,14.520000457763672,15.0,13.800000190734863,14.640000343322754,67693,0.0,0.0,15.510000038146973,,15.390191975329373,15.51682067719532,38.23529068023876,0.7282285690307617,-0.1580650911666197,-0.07910575087216735,16.183779753942677,14.836220322351272,36.842116270480474,,-190.40871571689206
2024-03-26 00:00:00-04:00,15.0,15.239999771118164,14.640000343322754,15.119999885559082,5762,0.0,0.0,15.48600001335144,,15.364459395351249,15.501259077523311,38.23529068023876,0.7110856601170131,-0.1590052377572171,-0.0950856482491773,16.180168320585796,14.791831706117085,57.89473023771172,,-78.8317448575911
2024-03-27 00:00:00-04:00,15.0,15.180000305175781,14.640000343322754,15.119999885559082,35301,0.0,0.0,15.45,,15.341177537275804,15.486307736661969,41.935477255119714,0.6982284954616002,-0.15792979434236187,-0.10765447746781422,16.141543013068663,14.758456986931334,61.11110129964626,,-74.85051520267169
2024-03-28 00:00:00-04:00,15.107999801635742,15.600000381469727,15.0,15.359999656677246,8683,0.0,0.0,15.431999969482423,,15.342970120075941,15.481354478623352,45.45453669720352,0.6982284954616002,-0.13614215984731004,-0.11335201394371339,16.11260661150259,14.751393327462258,76.47056348596018,,-4.9293653100395725
2024-04-01 00:00:00-04:00,15.359999656677246,15.600000381469727,15.119999885559082,15.359999656677246,4936,0.0,0.0,15.401999950408936,,15.344591980704637,15.476595465998015,46.87498991067,0.6810856546674456,-0.11752059823611738,-0.11418573080219419,16.035905240556392,14.76809466026148,76.47056348596018,,9.570826069962107
2024-04-02 00:00:00-04:00,15.0,15.479999542236328,14.640000343322754,15.359999656677246,11295,0.0,0.0,15.383999919891357,,15.346059378416314,15.47202308131877,50.0,0.6982284273420062,-0.10159178958648063,-0.11166694255905148,16.000079273374837,14.767920566407877,83.87095451023944,,-31.323683036356822
2024-04-03 00:00:00-04:00,15.119999885559082,15.720000267028809,15.0600004196167,15.600000381469727,12988,0.0,0.0,15.383999919891357,,15.370244235849972,15.477041798971749,51.61291480354049,0.7025141034807477,-0.06880885559449901,-0.10309532516614099,16.000079273374837,14.767920566407877,93.75000620881691,,36.745592396399935
2024-04-04 00:00:00-04:00,15.600000381469727,15.720000267028809,15.239999771118164,15.720000267028809,13356,0.0,0.0,15.365999937057495,,15.40355433405748,15.48656958203281,56.666674613953894,0.7025141716003418,-0.03276743375453606,-0.08902974688382001,15.913699556388345,14.818300317726646,100.0,129.12147569104098,65.5535026150781
2024-04-05 00:00:00-04:00,15.720000267028809,15.720000267028809,15.0,15.239999771118164,6933,0.0,0.0,15.341999912261963,,15.38797770901564,15.476900177683218,45.161281225789615,0.6639427457536969,-0.042447072342826075,-0.07971321197562123,15.865936515742158,14.818063308781769,74.99997516473233,127.06256535029664,14.315820959804908
2024-04-08 00:00:00-04:00,15.119999885559082,15.239999771118164,14.760000228881836,15.119999885559082,8985,0.0,0.0,15.311999893188476,,15.362456011543587,15.462904087795998,45.16129280352429,0.6725140980311802,-0.05911974789286312,-0.07559451915906962,15.81301363435506,14.810986152021892,68.74998137354925,126.12912614337678,-51.77329831159048
2024-04-09 00:00:00-04:00,15.098400115966797,15.359999656677246,14.880000114440918,15.119999885559082,7696,0.0,0.0,15.287999868392944,,15.339364951926015,15.449456864178865,50.0,0.6682283537728446,-0.07150865611134982,-0.07477734654952566,15.776761967417771,14.799237769368117,68.74998137354925,125.27624904428924,-25.662551018904267
2024-04-10 00:00:00-04:00,15.119999885559082,15.239999771118164,14.880000114440918,15.0,6753,0.0,0.0,15.269999885559082,,15.307044480314014,15.431831104799302,44.444447714933695,0.651428358895438,-0.08997279266773894,-0.07781643577316832,15.773879532194952,14.766120238923213,62.49998758236617,124.48533753770995,-42.9282710906252
2024-04-11 00:00:00-04:00,15.0,15.479999542236328,15.0,15.239999771118164,11742,0.0,0.0,15.257999897003174,,15.300659269914409,15.424308307400043,53.84615149488501,0.6428569384983608,-0.08426838466496811,-0.07910682555152829,15.752159464978208,14.76384032902814,74.99997516473233,120.26764989135505,16.33036310465802
2024-04-12 00:00:00-04:00,14.880000114440918,15.479999542236328,14.880000114440918,15.239999771118164,4711,0.0,0.0,15.257999897003174,,15.294882174790956,15.417080521663499,47.82608845884463,0.6342855181012835,-0.07883879566376528,-0.0790532195739757,15.752159464978208,14.76384032902814,74.99997516473233,116.54093323211573,5.211274790869107
2024-04-15 00:00:00-04:00,15.359999656677246,15.359999656677246,14.89799976348877,15.119999885559082,16943,0.0,0.0,15.233999872207642,,15.278226718673634,15.405430300639797,61.11110129964626,0.5558569771902901,-0.08325903679672564,-0.07989438301852568,15.704269586852005,14.763730157563279,44.44440519858503,110.03910023920132,-14.932430545531618
