Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_20,SMA_50,EMA_20,EMA_50,RSI,ATR,MACD,MACD_Signal,BB_Upper,BB_Lower,Stochastic,ADX,CCI
2024-02-26 00:00:00-05:00,7.362101173815757,7.5392638668798355,7.352258567318209,7.40147066116333,8231400,0.0,0.0,0.0,,,7.40147066116333,7.40147066116333,,,0.0,0.0,,,,,
2024-02-27 00:00:00-05:00,7.421155433238802,7.539263895733536,7.362101201991435,7.509737014770508,6886500,0.0,0.0,0.0,,,7.411781742459252,7.4057164005204745,,,0.00863663219658406,0.001727326439316812,,,,,
2024-02-28 00:00:00-05:00,7.5786336920363135,7.834535840523391,7.5786336920363135,7.736112117767334,6989500,0.0,0.0,0.0,,,7.44267034963145,7.418673095314469,,,0.03336321398913533,0.008054503949280516,,,,,
2024-02-29 00:00:00-05:00,7.460524892184689,7.50973698602981,7.243992711773039,7.40147066116333,10415800,0.0,0.0,0.0,,,7.438746569777343,7.41799849005364,,,0.025660639493644943,0.011575731058153403,,,,,
2024-03-01 00:00:00-05:00,7.312889013606548,7.490052174384188,6.7420309829259395,6.791243076324463,10073900,0.0,0.0,0.0,,,7.377079570400878,7.393419846377986,,,-0.02934569361097772,0.0033914461243271785,,,,,
2024-03-04 00:00:00-05:00,6.58455318803216,6.623922675937657,6.171173095703125,6.171173095703125,12723600,0.0,0.0,0.0,,,7.262231334715378,7.345488601253482,,,-0.12157167163583438,-0.021601177427705134,,,,,
2024-03-05 00:00:00-05:00,6.023537540602809,6.20070071312258,5.964483306203331,6.181015968322754,18545900,0.0,0.0,0.0,,,7.159258442677985,7.299823007805219,,,-0.19165787345048635,-0.05561251663226138,,,,,
2024-03-06 00:00:00-05:00,6.023537351504729,6.062906839868447,5.797162558752689,5.905428886413574,13320400,0.0,0.0,0.0,,,7.039846103986137,7.245140885397704,,,-0.26636873470029965,-0.09776376024586904,,,,,
2024-03-07 00:00:00-05:00,5.777477865393143,5.885744194006407,5.708581494811241,5.72826623916626,8587700,0.0,0.0,0.0,,,6.914933735908053,7.185655605153333,,,-0.3359999769448079,-0.1454110035856568,,,,,
2024-03-08 00:00:00-05:00,5.649526884911189,5.826690056327952,5.610157395556648,5.767635822296143,10533800,0.0,0.0,0.0,,,6.805667267945014,7.130046986217757,,,-0.3835847159243624,-0.19304574605339794,,,,,
2024-03-11 00:00:00-04:00,5.807005312114156,5.885744290829521,5.472364183252522,5.5707879066467285,9230500,0.0,0.0,0.0,,,6.68805970972613,7.0688995713326195,,,-0.4321978384140026,-0.2408761645255189,,,,,
2024-03-12 00:00:00-04:00,5.787320203247664,5.915271270269024,5.698738623106522,5.718423366546631,12625700,0.0,0.0,0.0,,,6.595713391328083,7.015939720164542,,,-0.45358252346755723,-0.2834174363139266,,,,,
2024-03-13 00:00:00-04:00,5.649526869127659,5.698738965344012,5.383782582066276,5.462522029876709,11089200,0.0,0.0,0.0,,,6.4877904045231904,6.955021379368941,,,-0.48558165658042096,-0.32385028036722546,,,,,
2024-03-14 00:00:00-04:00,5.5806305604503725,5.688896891752672,5.5215763259185735,5.59047269821167,8460400,0.0,0.0,0.0,,,6.402331575350664,6.901509666382381,21.069192834061823,0.35010767025350403,-0.4949116174531758,-0.35806254778441554,,,8.433738297894447,,
2024-03-15 00:00:00-04:00,5.659369347936245,5.718423580465717,5.5018913945243195,5.511733531951904,9121400,0.0,0.0,0.0,,,6.317512714074592,6.847008641502755,20.552156812392056,0.3522167335663448,-0.5028625844773016,-0.3870225551229928,,,5.2208825773909355,,
2024-03-18 00:00:00-04:00,5.501891419954237,5.639684629826556,5.4723640688923645,5.619999885559082,7403900,0.0,0.0,0.0,,,6.251082920882639,6.798890651073592,20.552156812392056,0.35151372408006554,-0.4947247146560043,-0.4085629870295951,,,9.638559193083264,,
2024-03-19 00:00:00-04:00,5.699999809265137,5.909999847412109,5.699999809265137,5.889999866485596,9484800,0.09,0.0,0.0,,,6.216694058559111,6.763247875207396,21.617853143328162,0.34902809094436155,-0.46117254221890125,-0.41908489806745636,,,23.811295457491976,,
2024-03-20 00:00:00-04:00,5.940000057220459,5.960000038146973,5.230000019073486,5.340000152587891,12684100,0.0,0.0,0.0,,,6.133199400847566,6.707434239026239,20.275258058727317,0.36601956330716096,-0.47350432113644203,-0.4299687826812535,,,4.867150222879788,,
