Date,Close,Dividends,High,Low,Open,Volume,Stock Splits,SMA_20,SMA_50,EMA_20,EMA_50,RSI,ATR,MACD,MACD_Signal,BB_Upper,BB_Lower,Stochastic,ADX,CCI
2024-02-26 00:00:00-05:00,21.68400001525879,0.0,23.549999237060547,21.31800079345703,22.815000534057617,2979634,0.0,,,21.68400001525879,21.68400001525879,,,0.0,0.0,,,,,
2024-02-27 00:00:00-05:00,22.673999786376953,0.0,22.860000610351562,21.149999618530273,21.899999618530273,3699676,0.0,,,21.77828570774623,21.722823535694797,,,0.07897434071597687,0.015794868143195372,,,,,
2024-02-28 00:00:00-05:00,23.052000045776367,0.0,23.700000762939453,21.75,22.350000381469727,4046879,0.0,,,21.899591835177674,21.774948104717605,,,0.1701026985427987,0.04665643422311604,,,,,
2024-02-29 00:00:00-05:00,22.326000213623047,0.0,23.670000076293945,22.01460075378418,23.26799964904785,3368473,0.0,,,21.940202156934376,21.79655799134135,,,0.18164655127189278,0.07365445763287139,,,,,
2024-03-01 00:00:00-05:00,21.957000732421875,0.0,22.667999267578125,21.812999725341797,22.27199935913086,2217763,0.0,,,21.94180202126652,21.802849863540587,,,0.159184978114574,0.09076056172921192,,,,,
2024-03-04 00:00:00-05:00,20.88599967956543,0.0,22.253999710083008,20.459999084472656,22.158000946044922,3374961,0.0,,,21.841249417294986,21.766894954365092,,,0.05433682423792874,0.08347581423095529,,,,,
2024-03-05 00:00:00-05:00,20.270999908447266,0.0,20.94300079345703,19.799999237060547,20.868000030517578,2460636,0.0,,,21.691701845023776,21.708232403544788,,,-0.07748819913625127,0.05128301155751398,,,,,
2024-03-06 00:00:00-05:00,21.09000015258789,0.0,21.746999740600586,20.523000717163086,20.655000686645508,2765383,0.0,,,21.634396921934645,21.683988001546478,,,-0.11455350339669934,0.01811570856667132,,,,,
2024-03-07 00:00:00-05:00,20.594999313354492,0.0,21.25200080871582,20.309999465942383,21.117000579833984,2275305,0.0,,,21.53540667349844,21.64128256279385,,,-0.1817750650963319,-0.021862446165929323,,,,,
2024-03-08 00:00:00-05:00,20.100000381469727,0.0,21.450000762939453,20.100000381469727,21.030000686645508,2728197,0.0,,,21.39870131235285,21.58084012431055,,,-0.27185711438347937,-0.07186137980943934,,,,,
2024-03-11 00:00:00-04:00,19.863000869750977,0.0,20.993999481201172,19.844999313354492,20.204999923706055,2637346,0.0,,,21.252444127343146,21.513473879033707,,,-0.3582420757070004,-0.12913751898895157,,,,,
2024-03-12 00:00:00-04:00,19.889999389648438,0.0,20.399999618530273,19.30500030517578,20.349000930786133,2764886,0.0,,,21.122687485657934,21.449808212783307,,,-0.41968634210019573,-0.1872472836112004,,,,,
2024-03-13 00:00:00-04:00,19.14900016784668,0.0,20.597999572753906,18.965999603271484,20.024999618530273,2309258,0.0,,,20.934717264914006,21.359580446315203,,,-0.5221547355479927,-0.25422877399855887,,,,,
2024-03-14 00:00:00-04:00,18.0,0.0,19.28700065612793,17.459999084472656,19.23900032043457,3196187,0.0,,,20.655220382541245,21.22783219351853,27.29289260838702,1.486457415989467,-0.6881438921168197,-0.34101179762221107,,,8.653858498000035,,
2024-03-15 00:00:00-04:00,19.31399917602539,0.0,19.422000885009766,18.149999618530273,18.299999237060547,2805183,0.0,,,20.527485029539736,21.15277991832272,37.42838081505289,1.428600447518485,-0.7055298338810658,-0.41391540487398204,,,29.71153193677141,,
