Date,Symbol,Company Name,Split Ratio
7/18/2024,SNTI,"Senti Biosciences, Inc.",1 : 10.00
7/18/2024,SONM,Sonim Technologies,1 : 10.00
7/18/2024,TCRT,Alaunos Therapeutics Inc,1 : 10.00
7/18/2024,MGOL,MGO Global Inc.,1 : 10.00
7/18/2024,LUCY,"Innovative Eyewear, Inc.",1 : 20.00
7/26/2024,FOA,Finance Of America Companies Inc,1 : 10.00
7/30/2024,CCM,Concord Medical Services,1 : 10.00
7/31/2024,CGGYY,Viridien Société anonyme,1 : 100.00
8/19/2024,SITC,Site Centers,1 : 4.00
